,Magid,Patent,Paper Title,1. Assignee-Affiliation overlap,2. Patenting with different org name (if found),3. Author-inventor name overlap,4. Temporal overlap w/ application year,"5. (If no overlap with application year)
Temporal overlap w/ priority application year",6. Content overlap,"Patent-paper pair
(Confidence level 0 to 5)",Note,Incomplete paper title (1/0),No patent ID in Google (1/0),Document type (only if it is not an research article),"Coverage
(2- full, 1- partial, 0- not a PPP)"
258,1185234822,WO-2017191481-A1,electrochemical immobilization of redox active molecule based ionic liquid,1,,3,1,,2,4,"1) All the information matched.
2) Both the paper and the patent talked about a certain redox active molecule based ionic liquid.
3) Similar keywords and graphs were used.",0,0,,2
259,1470758466,US-5985863,a novel human protease similar to the interleukin 1 beta converting enzyme induces apoptosis in transfected cells,1,,4,1,,2,4,"1) All the information matched.
2) Both the paper and the patent talked about the pharmaceutical prospect of a novel human protease. In the paper the authors discovered the TX cDNA-encoded protein, and the patent used that protein to make compositions for medical purposes.",0,0,,2
260,1480865739,US-5916796,cela from bacillus lautus pl236 encodes a novel cellulose binding endo beta 1 4 glucanase,0,0,3,1,,2,4,"1) All the information matched.
2) Both the paper and the patent talked about a cellulose enzyme and the gene that encodes it.
3) However, there are differences in wording, hence the 4 score.",0,0,,2
261,1484205682,US-7340671,robustness of ldpc codes on periodic fading channels,1,,4,1,,2,5,"1) ALl the information matched.
2) Both the paper and the patent talked about the low density parity checks code and its robustness.",0,0,,2
262,1486845236,US-4215320,optical pumping in gases,,,2,1,,0,0,"1) This is a chapter in a book (possibly a textbook).
2) The paper is about optimal pumping while the patent is about infrared lasers.",0,0,,0
263,1487282140,US-5840869,retention of ligand binding activity by the extracellular domain of the il 1 receptor,1,,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about cloning genes encoding receptors, the paper and the patent talked about totally different receptors.",0,0,,0
264,1494859614,US-10382844,a 16 channel high voltage driver with 14 bit resolution for driving piezoelectric actuators,0,0,2,1,,2,3,"1) All the information matched.
2) Both the paper and the patent talked about a multi-channel driver device, and the patent used the device in the paper to make a light switch. Therefore, it is deemed as a partial coverage.",0,0,,1
265,1496860760,US-10980899,loss of dopamine transporter binding and clinical symptoms in dementia with lewy bodies,1,,1,1,,0,0,"1) All the information matched.
2) The paper talked about dimentia with lewy bodies while the paper is about how to differentiate three other very similar diseases. No clear link can be found between them.",0,0,,0
266,1499864241,US-9678664,long short term memory based recurrent neural network architectures for large vocabulary speech recognition,1,,1,1,,1,1,"1) All the information matched.
2) Both the paper and the patent talked about LSTM models, but the paper foucsed on speech recognition while the paper was about keyboard input decoding. Simply using the same model developed by other people cannot consolidate a ppp.",0,0,,0
267,1500215390,US-5841947,complexity compression and evolution,0,0,2,1,,0,0,"1) This patent was owned by the author himself and no assignee information can be traced.
2) Other information matched.
3) The paper talked about the theorectical prospect of information compression while the paper talked about computed implemented machine learning. No clear link could be found.",0,0,,0
268,1500460345,US-6192476,going beyond the sandbox an overview of the new security architecture in the java tm development kit 1 2,1,,2,1,,0,0,"1) All the information matched.
2) The paper talked about new security architecture of the Java tool kit while the patent is about how to control access to resources. No clear link could be found.",0,0,,0
269,1501008128,US-5845112,architecture design of mpeg 2 decoder system,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
270,1501622571,US-6292186,t spaces the next wave,1,,1,1,,1,2,"1) All the information matched.
2) Both the paper and the patent talked about t spaces packages. However, the paper served more like a general introduction of the new package deal and possibly an ad. 2 scores are given for the fact that it also talked about some application possibilities.",0,0,,0
271,1501777066,US-6285301,improved lossless coding of 1 bit audio signals,1,,4,1,,,,"No full view of the paper could be found, and it is needed to further determine whether it is a ppp.",,,,
272,1506311640,US-4996207,inhibition of glycinamide ribonucleotide formyltransferase and other folate enzymes by homofolate polyglutamates in human lymphoma and murine leukemia cell extracts,0,0,1,1,,0,0,"1) The author owned and coowns the patent himself.
2) The paper was about the inhibition effect of Homofolate Polyglutamates on enzymes while the patent was about method for producing  non-polyglutamatable deazaaminopterins. o clear link could be found.",0,0,,0
273,1508688136,US-6812890,application of cns atm technologies to airport management,1,,1,1,,1,1,"1) All the information matched.
2) The paper talked about CNS/ATM applications while in the patent they developed a new set of voice recognition fee billing system. No clear link could be found.",0,0,,0
274,1508688136,US-6885340,application of cns atm technologies to airport management,1,,1,1,,1,1,"1) All the information matched.
2) The paper talked about CNS/ATM applications while in the patent they developed a new set of surveillance system. No clear link could be found.",0,0,,0
275,1508861260,US-5407000,molten magnesium operations establishing and maintaining quality,,1,1,1,,1,2,"1) No affiliation information can be found on the paper website. However, evidence suggests that the authors worked at the assignee company at that time.
3) The paper talked about the general bprocedure of handling molten magnesium while the patent developed an automated apparatus for handling molten metals. The general idea is the same, but due credit must be given to efforst in making the machine. Therefore, it is not deemed a s a partial coverage.",0,0,,0
276,1509584111,US-5252463,calpain i activation is specifically related to excitatory amino acid induction of hippocampal damage,1,,1,1,,0,0,"1) All the information matched.
2) The paper talked about the relation between calpain I activation and hippocampal damage while the patent concerns a new way to make a chymotrypsin-like protease. No clear link could be found.",0,0,,0
277,1510425946,US-10729571,non verbal paradigm for assessing individuals for absolute pitch,0,1,1,1,,0,0,"1) All the information matched.
2) The assignee is a nonprofit organization that the author is part of.
3) The paper talked about non-verbal ways for measuring absolute pitch while the patent is about a hand support device.",0,0,,0
278,1513469622,US-6032140,b w adaptive image grabber with analog motion vector estimator at 0 3 gops,1,,1,1,,0,0,"1) All the information matched.
2) The paper talked about how to make image grabbers while the patent was about conductance mode neurons. No clear link could be found.",0,0,,0
279,1513590677,US-5024944,soybean glycine max l merr,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
280,1515308214,US-5968768,functional effects of cd30 on a large granular lymphoma cell line yt inhibition of cytotoxicity regulation of cd28 and il 2r and induction of homotypic aggregation,0,1,1,1,,0,0,"1) The affiliation is where the inventor obtained his PhD, and the assignee is where he worked later.
2) All other information matched.
3) The paper talked about the effects of CD30 on granular lyphomas while the patent is about a gene that encodes CD6 glands.",0,0,,0
281,1517103802,US-6982483,an internally matched ltcc 3g w cdma 180 watt ldmos power amplifier,0,1,1,1,,0,0,"1) The author was an engineer at the affiliation company, and the assignee is another company he worked for.
2) All other information matched.
3) The paper taleked about a power amplifier while the patent talked about High impedance radio frequency power plastic packages. No clear link could be found.",0,0,,0
282,1522613989,CN-102223676-A,approximate optimization for proportional fair ap association in multi rate wlans,1,,3,1,,3,5,"1) All the information matched.
2) Both the paper and the patent talked about assiciation method for WLANs.
3) Similar abstracts and titles.",0,0,,2
283,1526028854,US-5920588,high speed fiber transmission using optical phase conjugation,1,,2,1,,1,1,"1) All the information matched.
2) Both the paper and thr patent talked about light phase, but the paper talked about high speed fiber transmission using optical phase conjugation, while the patent was about the apparata for generation of phase conjugate light and wavelength conversion. The link is too weak to be deemed as a ppp.",0,0,,0
284,1526339242,US-6693732,stability of periodic nonlinear optical structures for limiting and logic,0,1,1,1,,2,3,"1) All the information matched.
2) The assignee is a company where the author worked as a chief research scientist.
3) The paper discussed a nonlinear optical device and the patent used that device as part of its configuration. Therefore, it is deemed as a partial ppp.",0,0,,1
285,1526755525,US-5624904,molecular flypaper host defense and atherosclerosis structure binding properties and functions of macrophage scavenger receptors,,,,,,,,Detailed information about the affiliation and the abstract cannot be found online.,,,,
286,1528054254,US-5900385,synthesis and characterization of li1 x mn2 x o 4 for li ion battery applications,0,1,1,1,,0,0,"1) The assignee is where the author worked as a research scientist.
2) The paper and the patent talked about totally different chemical compound. No link could be found.",0,0,,0
287,1529293299,US-10781444,development and applications of crispr cas9 for genome manipulations,1,,1,1,,1,1,"1) All the information matched.
2) This paper is a literature review. No technology was developed here.",0,0,,0
288,1532787294,US-5822268,a 286 mm sup 2 256 mb dram with spl times 32 both ends dq,1,,2,1,,1,2,"1) All the information matched.
2) Both the paper and the patent used hierarchical architecture to build DRAM chips. But this technology was not developed by the paper. Therefore, this is not deemed as a partial ppp.",0,0,,0
289,1539136824,CN-107133387-A,unbalance compensation by recursive seeking unbalance mass position in active magnetic bearing rotor system,1,,1,1,,3,5,"1) All the information matched.
2) Both the paper and the patent talked about an unbalance compensation algorithm.",0,0,,2
290,1539458591,CN-106324092-A,magnetostriction based omni directional guided wave transducer for high accuracy tomography of steel plate defects,1,,3,1,,2,3,"1) All the information matched.
2) The paper talked about how to use magnetostriction-based omni-directional guided wave transducer to detect metal flaws, and the patent used this transducer to build a whole automated system for detecting wind slate flaws. Therefore, it is deemed as a partial ppp. ",0,0,,1
291,1541463847,US-7151315,advanced metal barrier free cu damascene interconnects with pecvd silicon carbide barriers for 90 65 nm beol technology,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent talked about Method of a non-metal barrier copper damascene integration.
3) Similar titles and abstracts.",0,0,,2
292,1545295983,US-5545627,the a3 adenosine receptor is the unique adenosine receptor which facilitates release of allergic mediators in mast cells,0,0,1,1,,1,1,"1) The patent was assigned to the affiliation of another inventor.
2) Both the paper and the patent talked about adenosines, but the patent talked more about the inhibition of adenosine receptors while the paper was about the properties of a certain A3 adenosine. Such link is too weak to be deemed as a partial ppp.",0,0,,0
293,1546630874,US-6754380,a simple neural network pruning algorithm with application to filter synthesis,0,1,1,1,,1,3,"1) All the information matched.
2) The assignee is the university that the author later worked for.
3) The paper discussed a neural network pruning algorithms for filter synthesis, and he used this algorithm to help build a massive neural network for medical images. Therefore, it is deemed as a partial ppp.",0,0,,1
294,1547046134,US-7756001,an alternative approach to the symbol error probability of coherent m psk systems having a phase error in an awgn channel,1,,1,1,,2,3,"1) All the information matched.
2) The author proposed an alternative approach in the paper, and the patent used this method and build a device realizing this approach. Therefore, it is deemed as a partial ppp.",0,0,,1
295,1547409335,US-6281518,room temperature pulsed operation of 1 3 micro sign m gainnas gaas laser diode,,,,,,,,This paper cannot be found online.,,,,
296,1549122876,US-7004238,effect of electrode configuration on electrohydrodynamic induction pumping of a stratified liquid vapor medium,1,,6,1,,3,5,"1) All the information matched.
2) Both the paper and the patent talked about electrode design for electrohydrodynamic induction pumping thermal energy transfer system.
3) Similar titles and abstracts.",0,0,,2
297,1549263665,WO-9737028-A2,enzymatic evidence for a complete oxidative pentose phosphate pathway in chloroplasts and an incomplete pathway in the cytosol of spinach leaves,0,0,3,1,,1,1,"1) All the information matched.
2) The paper is about the biochemical properties of spinach while the patent was more about the genomics of a protein. Little link is found.",0,0,,0
298,1550870027,CN-102008303-A,a novel voltage measurement approach for image reconstruction of electrical impedance tomography,1,,1,1,,3,5,"1) All the information matched.
2) Both the paper and the patent talked about a novel voltage measurement approach for image reconstruction of electrical impedance tomography.
3) Similar titles and abstracts.",0,0,,2
299,1551538037,US-8104000,a practical approach to word level model checking of industrial netlists,1,,2,1,,2,3,"1) All the information matched.
2) The paper talked about a practical way to do word level checking for models, and the patent used that knowledge as part of the supoort tech. Therefore, it is deemed as a partial ppp. ",0,0,,1
300,1555092511,US-8333230,report on development of concepts for the advanced casting system in support of the deployment of a remotely operable research scale fuel fabrication facility for metal fuel,1,,1,1,,2,,This is a report submitted to ask for funding. The prototype that they proposed were similar to but still different from the one they patented. No device was actually built.,,,,
301,1559480775,US-5211945,tumor necrosis factor induction by sendai virus,0,0,4,1,,1,1,"1) All the information matched.
2) The authors were never affiliated with the assignee. Other papers of them suggest that they received research grants from the assignee.
3) Although both the paper and the patent concerned about TNF and IL, the paper was mainly about how sendai virus could induce TNF while the patent is about how to modulate the deleterious effects of TNF and IL. Therefore, no clear link could be found.
3) The authors never mentioned this paper in their patent.",0,0,,0
302,1559647048,US-6598063,the computation of transcendental functions on the ia 64 architecture,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent talked about how to calculate transcendental functions.
3) Very similar titles and abstracts.",0,0,,2
303,1560224562,US-6563133,semiconductor wafer bonding science and technology,,,,,,,,This is a book.,,,Book,
304,1562872667,US-9724388,intra articular injection of rhfgf 18 improves the healing in microfracture treated chondral defects in an ovine model,1,,1,1,,2,3,"1) All the information matched.
2) Both the paper and the patent talked about how FGF18 can help the curing of chondral defects, while the patent also talked about how to make compounds of FGF18 and the specific dosing plan. Therefore, it is deeemed as a partial coverage.",0,0,,1
305,1564836936,US-7205774,na0 5k0 5nbo3 film microwave varactors,0,0,1,1,,1,0,"1) The assigneee is a company that the other inventor worked for.
2) Other information matched.
3) The paper talked about how to use a thin film to make varactors to change voltages, while the patent is about a microwave readable barcode. No clear link could be found.",0,0,,0
306,1567690746,US-7632330,laboratory study related to the production and properties of pig iron nuggets,1,,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about iron production, the paper focused on how they produced iron in a lab while the patent was about how to produce iron with renewable or recycled inputs. No clear link could be found.",0,0,,0
307,1568268396,US-8098005,controlled peak wavelength shift of ca1 xsrx syse1 y eu2 phosphor for led application,1,,1,1,,2,3,"1) All the information matched.
2) The paper proposed the novel way to make white LED, and the paper used that phospher and built the whole device. Therefore, it is deemed as a partial coverage.",0,0,,1
308,1569667454,US-8895474,acetyl coa carboxylase inhibitors,,,,,,,,This paper tile is incomplete. More than one papers containing the exact term.,0,0,,0
309,1574360588,US-5135862,nucleotide sequence analysis of the a2 and b subunits of vibrio cholerae enterotoxin,1,,1,1,,2,3,"1) All the information matched.
2) The paper secured the nucleotide sequence analysis of Vibrio cholerae enterotoxin, and the patent used this knowledge as part of their underpinnings. Therefore, it is deemed as a partial coverage.",0,0,,1
310,1574664242,US-8426436,au nom des pionnieres de leurs filles et de toute leur descendance,,,,,,,,This is a canadian magazine article in french.,,,,
311,1578125129,US-5512288,pathophysiology of small intestinal malabsorption in gerbils infected with giardia lamblia,0,1,1,1,,2,3,"1) The assignee is the tech transfer company for the university that the author is affiliated with.
2) The paper is about the pathophysiology of a parasite infection, and the patent used this tech and built a parasite vaccine. Therefore, it is deemed as a partial coverage.",,,,
312,1579007267,US-5198750,dynamic response of the double buffered frequency measurement method,,,2,1,,3,5,"1) The inventor owned the patent.
2) All other information matched.
3) Both the paper and the patent talked about extremely wide range frequency measurement method with double buffering.",0,0,,2
313,1579891937,US-9569398,enabling concurrent multithreaded mpi communication on multicore petascale systems,1,,1,1,,1,1,"1) All the information matched.
2) The paper and the patent both concerned parallel computers. However, the paper focused on improving thread performances while the patent was about routing communication packets. The link was too weak to be deemed as a partial coverage.",0,0,,0
314,1580589502,US-4376116,stereochemical course of the transmethylation catalyzed by catechol o methyltransferase,0,0,1,1,,0,0,"1) No evidence can ve found about the author ever being affiliated with the assignee company.
2) The conjecture here is that the author received a fund from the assignee.
3) Other information matched. 
4) The paper and the patent talked about different chemical compounds. No link could be found.",0,0,,0
315,1580861603,US-9918630,optical coherence tomography angiography of the peripapillary retina in glaucoma,1,,1,1,,2,5,"1) All the information matched.
2) Both the paper and the patent talked about how to use optical coherence tomography in the diagnosis of glaucoma.",0,0,,2
316,1581547316,US-6108647,selectivity estimation without the attribute value independence assumption,0,1,1,1,,2,5,"1) All the information matched.
2) Both the paper and the patent talked about using multi-dimensional histograms in large database queries. The link is very strong.
3) The author belongs to a subsidiary company of the assignee.",0,0,,2
317,1585514414,US-5203346,neck muscle activity and 3 d head kinematics during quasi static and dynamic tracking movements,0,0,1,1,,3,5,"1) No evidence can be found about the author ever being affiliated with the assignee.
2) Other information matched.
3) Both the paper and the patent about the 3-D kinematics of necks.",0,0,,2
318,1585782100,US-4743552,a model for human colon carcinoma evolution based on the differential response of cultured preneoplastic premalignant and malignant cells to 12 o tetradecanoylphorbol 13 acetate,1,,1,1,,2,5,"1) All the information matched.
2) Both the paper and the patent talked about using TPA in the diagnosis of cancer.",0,0,,2
319,1586717843,US-5041427,complete structural determination of lipopolysaccharide obtained from deep rough mutant of escherichia coli purification by high performance liquid chromatography and direct analysis by plasma desorption mass spectrometry,1,,4,1,,2,5,"1) All the information matched.
2) Both the paper and the patent concerned the manufacturing and structural determinants of DLA.",0,0,,2
320,1587224420,US-7158568,adaptive tap allocation decision feedback equalizer for multipath channel,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
321,1589269919,US-6322927,lithium batteries new materials developments and perspectives,0,0,2,1,,,,"1) No evidence can be found about the author ever being affiliated with the assignee.
2) This is a literature review book.",0,0,Book,0
322,1592532773,US-8009509,borehole guided avo analysis of p p and p s reflections quantifying uncertainty on density estimates,1,,1,1,,0,0,"1) All the information matched.
2) Rhe paper was about the esimation of seismic properties while the patent was about the estimation of mud slowness. No clear link could be found.",0,0,,0
323,1594263405,US-7666285,a disposable microsensor for continuous monitoring of free chlorine in water,1,,1,1,,1,3,"1) All the information matched.
2) Both the paper and the patent used COC to build microsnesors. Although the devices were designed for different purposes, the methodologies and configurations have similarities. Therefore, it is deemed as a partial coverage.",0,0,,1
324,1595019504,US-5618685,purification of active herpes simplex virus 1 protease expressed in escherichia coli,1,,4,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about HSP type 1, the paper was about the purification of HSV type 1 while the patent was about the activation of HSV type 1 protease. Such similarities were to weak to be deemed as a partial coverage.",0,0,,1
325,1597707810,US-5468481,in vitro maximum binding of antigenic peptides to murine mhc class ii molecules does not always take place at the acidic ph of the in vivo endosomal compartment,1,,1,1,,2,3,"1)All the information matched.
2) The paper ws about the the maximum binding of MHC Class 2, and the patent used MHC type 2 to make comlexes for ameliorating autoimmunity. The patent used the knowledge of binding site, therefore it is deemed as a partial coverage.",0,0,,1
326,1598583217,US-6007864,the effect of high pressure on skeletal muscle myofibrils and myosin,0,0,1,1,,1,3,"1) All the information matched.
2) The paper discussed the effect of pressure on myosin, and the patent used that knowledge to come up with a process of preparing frozen fish. Therefore, it is deemed as a partial coverage.",0,0,,1
327,1600400442,US-10719133,destination inference using bridging distributions,1,,3,1,,2,5,"1) All the information matched.
2) The paper and the patent both discussed a way to predict intended targets using bayesian inference. But the patent also includes an apparatus to realize that. Therefore, it is deemed as a partial coverage.",0,0,,1
328,1604941584,US-7022966,integrated optical sensors for 3 d vision,1,,5,1,,2,3,"1) All the information matched.
2) Both the paper and patent were about integrated optical sensors. The patent modified the apparatus in the paper to detect light spot and color. Therefore, it is deemed as a partial coverage.",0,0,,1
329,1605242537,US-6114138,molecular cloning of dna complementary to mrna of the baculovirus autographa californica nuclear polyhedrosis virus location and gene products of rna transcripts found late in infection,0,0,2,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about cloning of viruses, the paper and the patent were about different viruses and bacteria. Therefore, it is not deemed as a partial coverage.",0,0,,0
330,1606294627,US-8872127,lis in low power density for rhic ebis,1,,2,1,,1,1,"1) All the information matched.
2) The paper was a technical report about laser ion source, and the patent was a device that was never mentioned in the patent. Therefore, the conjecture here is that this is not a ppp.",0,0,,0
331,1607821725,US-7253657,cyclone spl trade a low cost high performance fpga,1,,1,1,,0,0,"1) All the information matched.
2) The paper was an advertisement for their new FPGA product while the patent was about a PLD. Noclear link could be found.",0,0,,0
332,1608539542,US-8005211,efficient verifiable shuffle decryption and its requirement of unlinkability,1,,2,1,,2,3,"1) All the information matched.
2) Both the paper and the patent were abour shuffle description. The paper came up with the scheme and the patent also developed an apparatus and complimentary shcemes for it. Therefore, it is deemed as a partial coverage.",0,0,,1
333,1612248700,US-8563949,optically stimulated luminescence in namgf3 eu2,0,0,4,1,,2,5,"1) All the information matched.
2) Both the paper and the patent were about fluoroperovskite radiation dosimeters.
3) Similar images were used.",0,0,,2
334,1617945103,US-5994521,gene i mutants of peanut chlorotic streak virus a caulimovirus replicate in plants but do not move from cell to cell,1,,1,1,,1,1,"1) All the information matched.
2) The paper and the patent concerned about different types of caulimoviruses and different techs. No clear link could be found.",0,0,,0
335,1618990814,US-8835023,permittivity scaling in ba1 xsrxtio3 thin films and ceramics,1,,2,1,,1,1,"1) All the information matched.
2) Altough both papera were about metal films, the paper and the patent talked bout different aspects of different films.",0,0,,0
336,1631900655,US-8936742,precision extruding deposition for freeform fabrication of pcl and pcl ha tissue scaffolds,1,,1,1,,1,1,"1) All the information matched.
2) The paper was about PED system itself, and the patent developed a seperate assisted cooling system for PED. No clear link could be found.",0,0,,0
337,1640778662,US-5130990,a new vlsi architecture for a single chip type reed solomon decoder,1,,6,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about VLSI architecture for Reed Solomon decoder,
3) Very similar titles.",0,0,Tech Report.,2
338,1641184900,US-7183974,a new very high resolution interference rejection method with potential for radio astronomy applications,1,,2,1,,3,5,"1) No trace can be found that the author was ever affiliated with the assignee.
2) All other information matched.
3) Both the paper and the patent were about high resolution interference rejection for radio astronomy. 
4) Similar titles and abstracts.",0,0,,2
339,1642496694,US-10631829,real time 3d image segmentation by user constrained template deformation,1,,3,1,,2,3,"1) All the information matched.
2) The patent modified the 3-D image segmentation algorithm of the paper and made it more towards large objects. Therefore, it is deemed as a partial coverage.",0,0,,1
340,1652900453,US-6043086,neurotactin a membrane anchored chemokine upregulated in brain inflammation,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about a novel membrane-anchored chemokine called Neurotactin.",0,0,,2
341,1656439491,US-6097056,generalized lorentz transformations for linearly accelerated frames with limiting four dimensional symmetry,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
342,1668543165,US-5617120,approach to designing easy to understand icons,1,,2,1,,2,5,"1) All the information matched.
2) Both the paper and the patent were about designing easy to understand icons.
3) Similar abstracts.",0,0,,2
343,1669979899,US-6184060,plasma jet etching at atmospheric pressure for semiconductor production,1,,2,1,,,,"1) No trace can be found that the author was ever affiliated with the assignee.
2) The abstract of this paper cannot be found online.",,,,
344,1673942454,US-6424736,predicting the probability of target detection in static infrared and visual scenes using the fuzzy logic approach,1,,4,1,,3,3,"1) All the information matched.
2) Both the paper and the patent were about using the fuzzy logic approach to predict the probability of target detection.
3) Very similar titles and abstracts.",0,0,,2
345,1681818535,US-6032116,combining neural network classification with fuzzy vector quantization and hidden markov models for robust isolated word speech recognition,1,,1,1,,2,3,"1) All the information matched.
2) The author used hidden markov model, neural network, and fuzzy logic quantization to build a speech recognition model for isolated words, the patent modified that model by using frequency shifting vectors to build a speech recognition system. Therefore, it is deemed as a partial coverage.",0,0,,1
346,1705596515,US-8250653,the multi principal os construction of the gazelle web browser,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent developed a multi principal web browser.
3) Similar titles and abstracts.",0,0,,2
347,1718133534,US-7060669,aqueous two phase systems containing self associating block copolymers partitioning of hydrophilic and hydrophobic biomolecules,1,,1,1,,2,3,"1) All the information mtached.
2) Both the paper and the patent talked about an ATPS system, but the patent further developed their functions. Therefore, it is deemed as a partial coverage.",0,0,,1
348,1736306442,US-6058431,load sharing using ip network address translation lsnat,1,,1,1,,3,4,"1) All the information matched.
2) Both the paper and the patent were about using NAT to share work load. The patent proposed a way to make this to be an external service. The link is very strong. Therefore, it is deemed as a full coverage.",0,0,,2
349,1739528137,EP-1796151-A1,low workfunction fully silicided gate on sio sub 2 si and laalo sub 3 goi n mosfets,1,,1,1,,1,2,"1) All the information matched.
2) Both the paper and the patent talk about lowpower function metals, but the paper and the patent were about different alloys. Therefore, it is not deemed as a coverage.",0,0,,0
350,1746195164,US-5646021,further studies on the use of oligonucleotide facilitators to increase ribozyme turnover,1,,1,1,,2,3,"1) All the information matched.
2) Both the paper and the patent were about a catalytic molecule. But the author made it clear that the invention was not entirely dependent on the paper. Therefore, it is deemed as a partial coverage.",0,0,,1
351,1763580265,US-7398552,performance enhancing proxies intended to mitigate link related degradations,1,,1,1,,1,1,"1) All the information matched.
2) This is a literature review. No new tech was developed here.",0,0,,0
352,1765304091,US-5874565,hepatitis c virus detection by single round pcr specific for the terminal 3 noncoding region,0,1,1,1,,1,3,"1) The assignee is where the author worked for later.
2) Both the paper and the patent concerned Hep C, but he paper only talked about a PCR method for diagnosis of Hep while the patent covered a DNA sequence, the way of diagnosis and treatment. Therefore, it is deemed as a partial coverage.",0,0,,1
353,1781712581,US-7010760,systems support for ubiquitous computing a case study of two implementations of labscape,0,1,1,1,,0,0,"1) The assignee is a startup the author later founded.
2) Other information matched.
3) The paper wa sabout a computing environment for cell biologists, while the patent was about a graphical workflow manipulation algorithm/ No clear link could be found.",0,0,,0
354,1821101374,US-6323177,disabled 1 binds to the cytoplasmic domain of amyloid precursor like protein 1,1,,1,1,,1,2,"1) All the information matched.
2) Although both the paper and the patent were about Dab1 gene in Reelin, the receptors that were found to be binding were different.
Such link is too weak to be deemed as a partial coverage.",0,0,,0
355,1833004052,US-7129161,low resistivity pvd spl alpha tantalum phase formation and integration in ultra low k dielectric copper damascene structures,1,,2,1,,1,1,"1) All the information matched.
2) Altough both the paper and the patent talked about tantalum films, the paper formed the film without a seed layer at a lower temperature while the patent concerns a film with a seed layer with higher temperature.",0,0,,0
356,1842847167,US-6979836,degenerate ground state in a mesoscopic yba 2 cu 3 o 7 x grain boundary josephson junction,1,,1,1,,1,3,"1) All the information matched.
2) The patent proposed a SLIQ that comprises of two parts. The paper discussed one superconductor of the first part. Therefore, it is deemed as a partial coverage.",0,0,,1
357,1855747376,US-10670594,mature cystic fibrosis airway neutrophils suppress t cell function evidence for a role of arginase 1 but not programmed death ligand 1,1,,1,1,,2,3,"1) All the information mtached.
2) The paper discussed how PMN migration supresses T cell in cystic airways while the patent concerned the cell physiolohy of PMS related airway inflammation. Therefore, it is deemed as a partial coverage.",0,0,,1
358,1855814833,US-6596509,external loops at the c terminus of erwinia chrysanthemi pectate lyase c are required for species specific secretion through the out type ii pathway,1,,1,1,,1,0,"1) All the informaytion matched.
2) The paper was about type 2 secretion system while the paper was about type one secretion system. No clear link could be found.",0,0,,0
359,1858810006,US-5758298,sliding mode control for an obstacle avoidance strategy based on an harmonic potential field,1,,2,1,,2,3,"1) All the information matched.
2) Both the paper and the patent used virtual harmonic potential filed as part of the guidance system. However, the paper was only about obstacle avoidance while the patent also concerned path planning and location sensing. etc. Therefore, it is deemed as a partial coverage.",0,0,,1
360,1861801693,US-8264304,harmonic less annular slot antenna asa using a novel pbg structure for slot line printed devices,1,,6,1,,3,5,"1) All the information matched.
2) Both the paper and the patent concerns a novel PBG structure. 
3) Similar titles and abstracts.",0,0,,2
361,1862330357,US-10767005,poly ethylene glycol co 1 4 cyclohexanedimethanol terephthalate random copolymers effect of copolymer composition and microstructure on the thermal properties and crystallization behavior,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
362,1866252526,US-6728666,evolutionary experiments with a fine grained reconfigurable architecture for analog and digital cmos circuits,1,,4,1,,3,5,"1) All the information matched.
2) Both the a[er and the patent concerns the architectutral details of evolutionary experiments and programmable transistor arrays.
3) Very similar titles and abstracts.",0,0,,2
363,1871455846,US-5639621,monoclonal antibody bw835 defines a site specific thomsen friedenreich disaccharide linked to threonine within the vtsa motif of muc1 tandem repeats,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
364,1872529164,US-5277701,vancomycin dependent antibodies associated with thrombocytopenia and refractoriness to platelet transfusion in patients with leukemia,1,,1,1,,1,0,"1) All the information matched.
2) Altough bith the paper and the patent talked about leukemia, the paper talked about the effect of antibiotics on the patient while the patent were about certain treatment to ameliorate immune resistance. No clear link could be found.",0,0,,0
365,1873344990,US-6538793,a 1 watt 38 ghz monolithic grid oscillator,1,,4,1,,2,5,"1) All the information matched.
2) Both the paper and the patent were about a grid oscillator that is tunable.
3) Similar images were used.",0,0,,2
366,1875363557,US-6336192,low latency skew compensation circuits for parallel optical interconnections,1,,6,1,,3,5,"1) All the information matched.
2) Both the paper and the patent talked about a skew compensation apparatus called mB1C.
3) Similar titles.",0,0,,2
367,1880170879,US-7190698,performance of qos agents for provisioning network resources,0,1,1,1,,0,0,"1) The affiliation is where the inventor obtained his PhD, and the assignee is where he worked later.
2) All other information matched.
3) The paper talked about agent-based QoS while the paper talked about VLL. No clear link could be found.",0,0,,0
